Text,Language
narcisa changed her ways she struggled at first but slowly and patiently she started to become a lot nicer one day mellie and terry came to meet marian again oh hello you two so tell us marian.,English
how's narcissism now marian told them both everything that had happened and she's changed so much from that time.,English
has she i guess she wouldn't want any more gold bread now huh you know.,English
terry you actually look a little like that angel though what am i seeing how could you be him you two are so nice,English
"ഭൗതികപ്രപഞ്ചത്തെ മൊത്തത്തിൽ സൂചിപ്പിക്കുന്ന പദമാണ് പ്രകൃതി (ജർമൻ: Natur, ഫ്രഞ്ച്, ഇംഗ്ലീഷ്: Nature, സ്പാനിഷ്: Naturaleza, പോർച്ചുഗീസ്: Natureza).",Malayalam
ഭൗതികപ്രതിഭാസങ്ങളും ജീവനും പ്രകൃതിയുടെ ഘടകങ്ങളാണ്.,Malayalam
മനുഷ്യനിർമിതമായ വസ്തുക്കളെ പ്രകൃതിയുടെ ഭാഗമായി കണക്കാക്കാറില്ല.,Malayalam
അവയെ കൃത്രിമം എന്ന് വിശേഷിപ്പിക്കുന്നുഅഭിപ്രായസ്വാതന്ത്ര്യം ഇംഗ്ലീഷ് പദമായ nature എന്നതിൻറെ ഉൽപത്തി ലാറ്റിൻ പദമായ natura എന്നതിൽ നിന്നാണ്.,Malayalam
പ്രകൃതി എന്ന പദം പ്രപഞ്ചത്തെയും അതിലെ സമസ്ത പ്രതിഭാസങ്ങളെയും ഉൾ‍ക്കൊള്ളുന്നു.,Malayalam
അറിയപ്പെടുന്ന ഗ്രഹങ്ങളിൽ ജീവൻ നിലനിൽക്കുന്നതായി അറിവുള്ള ഏകഗ്രഹമാണ് ഭൂമി.,Malayalam
സൗരയൂഥത്തിൽ സൂര്യനിൽ നിന്ന് മൂന്നാം സ്ഥാനമാണ് ഭൂമിക്ക് ഉള്ളത്.,Malayalam
പ്രപഞ്ചത്തിലെ വസ്തുക്കളുടെ അന്തരീക്ഷത്തിന് പുറത്തുള്ള താരതമ്യേന ശൂന്യമായ സ്ഥലത്തെ ബഹിരാകാശം എന്ന് പറയുന്നു(?).,Malayalam
"ദർശനം ശാസ്ത്രം ==കുറിപ്പുകളും അവലംബങ്ങളും==ഉരുൾപൊട്ടൽ   The image must be attributed with a credit line reading ""Reprinted by permission from Macmillan Publishers Ltd: Nature {{{1}}}, copyright {{{2}}}"", and a hyperlink to nature's homepage.",Malayalam
"Atmospheric sciences ·
പരിതഃസ്ഥിതിക ശാസ്ത്രം ·
Geosciences ·
Soil science ·
ഹൈഡ്രോളജി അനുബദ്ധ വിഷയങ്ങൾ: ജീവശാസ്ത്രം ·
രസതന്ത്രം ·
Environmental design ·
Environmental economics ·
Environmental ethics ·
Environmental law ·
ഭൗതികശാസ്ത്രം ·
Pollution control ·
Sustainability ·
പാഴ്വസ്തു കൈകാര്യം Environmental technology  എല്ലാ ഭാഷകളിലും സ്വതന്ത്രവും സമ്പൂർണവുമായ വിജ്ഞാനകോശം നിർമ്മിക്കുവാനുള്ള ഒരു കൂട്ടായ സംരംഭമാണ് വിക്കിപീഡിയ (ഇംഗ്ലീഷ്: Wikipedia).",Malayalam
ലാഭേച്ഛയില്ലാതെ പ്രവർത്തിക്കുന്ന വിക്കിമീഡിയ ഫൗണ്ടേഷന്റെ പിന്തുണയോടെയാണ് ഈ പദ്ധതി പ്രവർത്തിക്കുന്നത്.,Malayalam
വിക്കിപീഡിയയിലെ ഉള്ളടക്കം ഗ്നൂ സ്വതന്ത്ര പ്രസിദ്ധീകരണാനുമതി പ്രകാരം ലഭ്യമായതിനാൽ എപ്പോഴും സ്വതന്ത്രവും സൗജന്യവും ആയിരിക്കും.,Malayalam
എങ്കിലും ചില പതിപ്പുകളിൽ സ്വതന്ത്രമല്ലാത്ത ഉള്ളടക്കവും നിലവിലുണ്ട്.,Malayalam
"വിക്കിപീഡിയ എന്ന പേര്, വിക്കി, എൻസൈക്ലോപീഡിയ എന്നീ പദങ്ങളുടെ ഒരു മിശ്രശബ്ദമാണ്.",Malayalam
ലോകം മുഴുവനും വ്യാപിച്ചു കിടക്കുന്ന സന്നദ്ധ സേവന  തൽപരരായ ഉപയോക്താക്കൾ  സഹകരണത്തോടെ പ്രവർത്തിച്ചാണ് വിക്കിപീഡിയയിൽ ലേഖനങ്ങൾ എഴുതുന്നത്‌.,Malayalam
"ലേഖനം എഴുതുവാനും,  മിക്കവാറും എല്ലാ ലേഖനങ്ങളും തിരുത്തി എഴുതുവാനും ഏവർക്കും സ്വാതന്ത്ര്യവും സൗകര്യവും വിക്കിപീഡിയ അനുവദിക്കുന്നുണ്ട്.",Malayalam
"ജിമ്മി വെയിൽ‌സ്, ലാറി സാങർ എന്നിവർ 2001 ജനുവരി 15നാണ്‌ വിക്കിപീഡിയ പദ്ധതിക്ക് തുടക്കംകുറിച്ചത്‌.",Malayalam
വിദഗ്ദ്ധന്മാർ ലേഖനങ്ങളെഴുതിയ നൂപീഡിയ എന്ന വെബ്‌ വിജ്ഞാനകോശത്തിന്റെ പൂരകസംവിധാനമായാണ്‌ വിക്കിപീഡിയ ആരംഭിച്ചത്‌.,Malayalam
ജനകീയ പങ്കാളിത്തത്തിലൂടെ മാതൃവെബ്‌സൈറ്റിനെക്കാൾ പ്രശസ്തി കൈവരിക്കാൻ വിക്കിപീഡിയയ്ക്ക് സാധിച്ചു.,Malayalam
ഇന്ന് ഇന്റർനെറ്റിൽ ഏറ്റവും പ്രശസ്തമായ പൊതു-അവലംബ ഉദ്യമമായി വിക്കിപീഡിയ കണക്കാക്കപ്പെടുന്നു.വിക്കിസോഫ്‌റ്റ്‌വെയർ എന്ന സംവിധാനമാണ്‌ ഈ സ്വതന്ത്രവിജ്ഞാനകോശത്തിന്റെ അടിസ്ഥാനം.,Malayalam
292 ഭാഷകളിൽ വിക്കിപീഡിയയുടെ പതിപ്പുകളുണ്ട്‌.,Malayalam
"6,113,330 ൽ അധികം  ലേഖനങ്ങളുള്ള ഇംഗ്ലീഷ്‌ പതിപ്പാണ്‌ (http://en.wikipedia.org) ഈ സംരംഭത്തിന്റെ പതാകവാഹക.",Malayalam
മലയാളമടക്കം 20 ഇന്ത്യൻഭാഷകളിലും വിക്കിപീഡിയ പ്രവർത്തിക്കുന്നു.,Malayalam
ആർക്കും എഴുതാവുന്ന ഒരു സ്വതന്ത്രവിജ്ഞാനകോശം എന്ന ആശയം സ്വതന്ത്ര സോഫ്റ്റ് വെയറിന്റെ പ്രണേതാവായ റിച്ചാർഡ് സ്റ്റാൾമാൻ 1999-ൽ മുന്നോട്ടു വച്ചിരുന്നു[5][6].,Malayalam
ആ ആശയത്തിനെ പ്രാവർത്തികമാക്കാനുള്ള ആദ്യശ്രമം റിക്ക് ഗേറ്റ്സിന്റെ ഇന്റർപീഡിയ ആയിരുന്നു[7][8].,Malayalam
എങ്കിലും അത്‌ പ്ലാനിങ് ഘട്ടം കഴിഞ്ഞ് അധികം മുന്നോട്ടുപോയില്ല.,Malayalam
അതത് വിഷയങ്ങളിലെ പ്രമുഖരുടെ ലേഖനങ്ങൾക്ക്‌ പ്രാധാന്യം കൊടുത്തുകൊണ്ടുള്ള ന്യൂപീഡിയ ആയിരുന്നു അടുത്തത്‌.,Malayalam
ജിമ്മി വെയിൽ‌സും സഹായി ലാരി സാങറും ആയിരുന്നു അതിന്റെ ശിൽപ്പികൾ[9][10].,Malayalam
"ലേഖനങ്ങളുടെ ഗുണമേന്മയ്ക്കു കൊടുത്തിരുന്ന അമിതപ്രാധാന്യമാവാം, അതിന്റെ വളർച്ച മെല്ലെയായിരുന്നു.",Malayalam
"അതുകൊണ്ട്‌, ന്യൂപീഡിയയെ സഹായിക്കാനായി പൊതുജനങ്ങൾക്കെല്ലാം ഒരു പോലെ എഡിറ്റ് ചെയ്യാനാവുന്ന വിക്കിപീഡിയ എന്ന സംരംഭം ജിമ്മി വെയിൽ‌സും സഹായി ലാരി സാങറും ചേർന്ന് ആരംഭിച്ചു.",Malayalam
വിദഗ്ദ്ധന്മാർ ലേഖനങ്ങളെഴുതിയ നൂപീഡിയ എന്ന വെബ് വിജ്ഞാനകോശത്തിന്റെ പൂരകസംവിധാനമായി ആരംഭിച്ച വിക്കിപീഡിയ ജനകീയ പങ്കാളിത്തത്തിലൂടെ മാതൃവെബ്സൈറ്റിനെയും കടത്തി വെട്ടി കാലാന്തരത്തിൽ തനതുവ്യക്തിത്വമുള്ള ഏറ്റവും വലിയ സ്വതന്ത്രവിജ്ഞാനകോശമായി മാറി.,Malayalam
[അവലംബം ആവശ്യമാണ്] അനേകം എഴുത്തുകാരുടേയും വായനക്കാരുടേയും സഹകരണത്തോടെ സൃഷ്ടിക്കപ്പെട്ടിരിക്കുന്ന ഒരു സ്വതന്ത്ര ഓൺ‌ലൈൻ വിജ്ഞാനകോശമാണ് വിക്കിപീഡിയ.,Malayalam
"വിക്കിപീഡിയയാണ് ഇന്നുള്ള ഏറ്റവും വലിയ വിക്കി[11]
[12].",Malayalam
2001 ജനുവരി 15-നാണ് വിക്കിപീഡിയ പ്രൊജക്റ്റിനു തുടക്കംകുറിച്ചത്.,Malayalam
ലക്ഷക്കണക്കിന് ഉപയോക്താക്കൾ തന്നെയാണ് ലാഭേച്ഛയില്ലാതെ വിക്കിപീഡിയയിലെ ലേഖനങ്ങൾ എഴുതുന്നത്.,Malayalam
വിക്കിപീഡിയ വെബ് പേജില് ലേഖനങ്ങളെഴുതാനും അവ തിരുത്തുവാനും ഏവർക്കും സ്വാതന്ത്ര്യവും സൗകര്യവും നല്കുന്ന വിക്കിസോഫ്റ്റ് വെയർ ആണ് ഈ സ്വതന്ത്രവിജ്ഞാനകോശത്തിന്റെ അടിസ്ഥാനം.,Malayalam
വളരെയധികം ഉപയോക്താക്കൾ തുടർച്ചയായി വിക്കിപീഡിയ മെച്ചപ്പെടുത്തുന്നുണ്ട്.,Malayalam
ആയിരക്കണക്കിനു മാറ്റങ്ങൾ ഒരോ മണിക്കൂറിലും അവർ‍ നടത്തുന്നുമുണ്ട്.,Malayalam
ഈ മാറ്റങ്ങൾ എല്ലാംതന്നെ വിക്കിപീഡിയ സൂക്ഷിച്ച് വെക്കുന്നുണ്ട്.,Malayalam
അനാവശ്യ മാറ്റങ്ങൾ വളരെ പെട്ടെന്നു തന്നെ സാധാരണയായി ഒഴിവാക്കാറുണ്ട്.,Malayalam
അതുപോലെ തുടർച്ചയായി ശല്യപ്പെടുത്തുന്ന നിയമവിരുദ്ധരെ മാറ്റങ്ങൾ വരുത്തുന്നതിൽ നിന്നും തടയാറുണ്ട്.,Malayalam
നിലവിൽ301 ഭാഷകളിൽ വിക്കിപീഡിയയുടെ പതിപ്പുകളുണ്ട്.,Malayalam
മൃതമായി കൊണ്ടിരുന്ന പല ഭാഷകളും ലിപികളും വിക്കിപീഡിയയുടെ പ്രവർത്തനങ്ങളിലൂടെ പുനർജീവിച്ചു കൊണ്ടിരിക്കുന്നു[13].,Malayalam
നാല്പത്തഞ്ച് ലക്ഷത്തിനടുത്ത് ലേഖനങ്ങളുള്ള വിക്കിപീഡിയയുടെ ഇംഗ്ലീഷ് പതിപ്പാണ് ഈ സംരംഭത്തിന്റെ പതാകവാഹക‍.,Malayalam
തുടങ്ങിയ ആദ്യവർഷത്തിൽ തന്നെ ഇംഗ്ലീഷ് വിക്കിപീഡിയയിലെ ലേഖനങ്ങളുടെ എണ്ണം ഇരുപതിനായിരം കവിഞ്ഞു.,Malayalam
ഒരു ദിവസം 6 ലക്ഷത്തിൽ കൂടുതൽ ആളുകൾ ഇംഗ്ലീഷ് വിക്കിപീഡിയ റഫർ ചെയ്യുന്നു.,Malayalam
മലയാളമടക്കം 21 ഇന്ത്യൻഭാഷകളിലും വിക്കിപീഡിയ പ്രവർത്തിക്കുന്നു.,Malayalam
"മലയാളം വിക്കിപീഡിയയിൽ നിലവിൽ 71,820 ഓളം ലേഖനങ്ങൾ ഉണ്ട്.",Malayalam
വിക്കിപീഡിയയിലെ ഉള്ളടക്കം ഗ്നു (GNU) Free Documentation License-നാൽ നിയന്ത്രിക്കപ്പെട്ടിരിക്കുന്നു.,Malayalam
അതിനാൽ വിക്കിപീഡിയയിലെ ഉള്ളടക്കം എല്ലാക്കാലവും സ്വതന്ത്രവും സൗജന്യവും ആയിരിക്കും.,Malayalam
ലാഭേച്ഛകൂടാതെ പ്രവർത്തിക്കുന്ന വിക്കിമീഡിയ ഫൗണ്ടേഷൻ എന്ന സ്ഥാപനമാണ് ഇപ്പോൾ വിക്കിപീഡിയയെ നിയന്ത്രിക്കുന്നത്.,Malayalam
വിക്കിപീഡിയ ഒരു ഓൺ‌ലൈൻ വിജ്ഞാനകോശമാണ്.,Malayalam
"അറിവു പങ്കു വെയ്കാനും, ഉയർന്ന ഗുണമേന്മയുള്ള വിജ്ഞാനകോശം സൃഷ്ടിക്കണമെന്ന് ആഗ്രഹിക്കുകയും, പരസ്പരബഹുമാനവും, വിജ്ഞാനതൃഷ്ണയുമുള്ള ഓൺലൈൻ സമൂഹമാണ് വിക്കിപീഡിയയുടെ ശക്തി.",Malayalam
അതുകൊണ്ടൊക്കെ തന്നെ വിക്കിപീഡിയ ചിലമേഖലകളെ പ്രതിനിധാനം ചെയ്യുന്നില്ല.,Malayalam
സ്വന്തം കണ്ടെത്തലുകളും കാഴ്ചപ്പാടുകളും മാറ്റിനിർത്തി ലേഖനങ്ങളെഴുതുക എന്നതാണ് വിക്കിപീഡിയയുടെ ശൈലിയും കീഴ്‌വഴക്കവും.,Malayalam
അതായത് എഴുതപ്പെടുന്ന കാര്യങ്ങൾക്ക് വ്യക്തമായ തെളിവുകളുണ്ടാകണം.,Malayalam
പത്രമാസികകളും ഇതര പ്രസിദ്ധീകരണങ്ങളും ഉദ്ധരിച്ചാണ് മിക്കവാറും വിക്കിപീഡിയയിലെ ലേഖനങ്ങൾ എഴുതപ്പെടുന്നത്.,Malayalam
വിശ്വാസയോഗ്യമായ രേഖകൾ പരിശോധിച്ച് ലേഖനങ്ങളെഴുതുക എന്നതു തുടക്കത്തിൽ ശ്രമകരമായിത്തോന്നാം.,Malayalam
എന്നാൽ വിക്കിപീഡിയയിലെ സജീവ പ്രവർത്തനത്തിലൂടെ ഇക്കാര്യത്തിലും പരിചയം നേടിയെടുക്കാവുന്നതേയുള്ളൂ.,Malayalam
എഴുതുന്ന കാര്യങ്ങൾക്കെല്ലാം തെളിവുകൾ വേണം എന്നതുകൊണ്ട് എല്ലാവരികൾക്കും ഉറവിടം ചേർത്തുകൊള്ളണം എന്നില്ല.,Malayalam
സാർവത്രികമായി അംഗീകരിക്കപ്പെട്ടിരിക്കുന്ന കാര്യങ്ങൾക്കോ മറ്റുള്ളവർക്ക് അധികം സംശയമില്ലാത്ത കാര്യങ്ങൾക്കോ ഇപ്രകാരം റഫറൻസുകൾ ചേർക്കണം എന്നു നിർബന്ധമില്ല.,Malayalam
ഒട്ടുമിക്ക ലേഖനങ്ങളിലും പ്രധാന റഫറൻസ് ദിനപത്രങ്ങളാണ്.,Malayalam
അതായത് ഏതെങ്കിലും വിഷയത്തെപ്പറ്റി ലേഖനമെഴുതാനുദ്ദേശിക്കുന്ന വിക്കിപീഡിയൻ അതുമായി ബന്ധപ്പെട്ട പത്രവാർത്തകളും ലേഖനങ്ങളും സേർച്ച് ചെയ്തെടുക്കുന്നു.,Malayalam
ഓൺ‌ലൈൻ ആക്റ്റിവിസത്തിന്റെ ഇക്കാലത്ത് അനായാസമായ ഈ സൗകര്യം പക്ഷേ മലയാളത്തിൽ ശൈശവാവസ്ഥയിലാണ്.,Malayalam
ഓൺലൈൻ തിരയിലിലൂടെ റഫറൻസുകൾ കണ്ടെത്തുക എന്നത് മലയാളഭാഷയിൽ ബുദ്ധിമുട്ടാണെന്നകാര്യം ഏവർക്കുമറിവുള്ളതാണല്ലോ.,Malayalam
കാരണം നമ്മുടെ പത്രങ്ങൾ ഒക്കെ ഇപ്പോഴും യൂണികോഡ് ഫോണ്ട് ഉപയോഗിക്കാൻ തുടങ്ങിയിട്ടില്ല എന്നതാണ്.,Malayalam
കേരളത്തിനുള്ളിൽ നിന്നും പ്രവർത്തിക്കുന്ന വിക്കിപീഡിയർ ഏറെയുണ്ടാകുന്നതുകൊണ്ടുള്ള മറ്റൊരു സുപ്രധാനനേട്ടവും ഈ റഫറൻസുകളുമായി ബന്ധപ്പെട്ടിരിക്കുന്നു.,Malayalam
കേരള ചരിത്രത്തെപ്പറ്റിയും സംസ്കാരത്തെപ്പറ്റിയുമൊക്കെയുള്ള ഗ്രന്ഥങ്ങളും ലേഖനങ്ങളും എളുപ്പത്തിൽ കണ്ടെത്താം എന്നതിനാൽ കേരളത്തിലുള്ളവർക്ക് ആധികാരിക രേഖകൾ അടിസ്ഥാനമാക്കി ലേഖനങ്ങളെഴുതുക കൂടുതൽ സൗകര്യപ്രദമാണ്.,Malayalam
മലയാളം വിക്കിപീഡിയ കേരളത്തിനുള്ളിൽ നിന്നും കൂടുതൽ പ്രവർത്തകരെ സ്വാഗതം ചെയ്യുന്നതും ഇക്കാരണം കൊണ്ടാണ്.,Malayalam
വിക്കിപീഡിയയിലെ ഒരു ലേഖനത്തിനും കൃത്യമായൊരു രചയിതാവില്ല.,Malayalam
അതായത്‌ ഒരു ലേഖനത്തിനു പിന്നിൽ പ്രവർത്തിച്ചവർ പലരുണ്ടാവും.അവരുടെ കാഴ്ചപ്പാടുകളും വ്യത്യസ്തമാവും.,Malayalam
"അതുകൊണ്ടുതന്നെ, എല്ലാവർക്കും ഒരു പോലെ യോജിക്കാനാവുന്ന ഒരു മധ്യമാ‍ർഗത്തിനേ വിക്കിയിലെ ലേഖനങ്ങളിൽ നിലനിൽപ്പുണ്ടാവൂ.",Malayalam
"അതായത്‌ വിക്കി വളരെ സ്വാഭാവികമായി തന്നെ നിഷ്പക്ഷത
ഉറപ്പാക്കുന്നു.",Malayalam
"കാശ്മീർ, സിന്ധൂനദീതടസംസ്കാരം, ഇസ്രായേൽ-പാലസ്തീൻ എന്നിങ്ങനെയുള്ള ഏറ്റവും കുഴഞ്ഞുമറിഞ്ഞ പ്രശ്നങ്ങളിൽ പോലും ഏറ്റവും നിഷ്പക്ഷമായ സമീപനത്തിന് പേരുകേട്ടതാണ് വിക്കിപീഡിയ.",Malayalam
വിക്കിപീഡിയയിലെ വിവരണം മാത്രമേ ഏതു പ്രശ്നത്തിന്റേയും രണ്ടു വശങ്ങളും ഒരുപോലെ വിവരിക്കുന്നുള്ളൂ എന്നു വിശ്വസിക്കുന്നവരിപ്പോൾ ഏറി വരികയാണ്.,Malayalam
ഇങ്ങനെ അനേകം പേരുടെ കൂട്ടായ്മയിൽ നിന്നാണ് ഓരോ ലേഖനങ്ങളുടേയും ആധികാരികത ഉറപ്പാക്കപ്പെടുന്നത്‌.,Malayalam
മറ്റൊരു രീതിയിൽ പറഞ്ഞാൽ തെറ്റെഴുതിയാൽ തിരുത്താനും ആളുണ്ടെന്നർഥം.,Malayalam
"എല്ലാ ലേഖകരും, എല്ലാ വിവരസ്രോതസ്സുകളും വസ്തുതകളോട് പക്ഷപാതിത്വം ഉള്ളവരായിരിക്കും അതുകൊണ്ടുതന്നെ വലിയൊരു ലേഖകസംഘം തങ്ങളുടെ കാഴ്ചപ്പാടുകൾ സ്രോതസ്സുകളുടെ പിൻബലത്തോടെ ഒരു ലേഖനത്തിൽ അവതരിപ്പിക്കുമ്പോൾ ലേഖനത്തിന് സ്വതന്ത്രമായ ഒരു നിഷ്പക്ഷത ലഭിക്കേണ്ടതാണ്.",Malayalam
ഇത്തരത്തിൽ ചേരുന്നതും ചേരാത്തതുമായ വിവിധ കാഴ്ചപ്പാടുകളെ ഒരുമിച്ച് കൈകാര്യം ചെയ്യുന്നതിനെ സന്തുലിതമായ കാഴ്ചപ്പാട് എന്നാണ് വിക്കിപീഡിയ സ്വയം വിളിക്കുന്നത്.,Malayalam
"ഇനി ഒരാൾക്ക് തന്റെ കാഴ്ചപ്പാട് വിക്കിപീഡിയയിൽ ഇല്ല എന്നു തോന്നിയെന്നിരിക്കട്ടെ, അയാൾക്ക് അത് സ്വയം സ്രോതസ്സിന്റെ പിൻബലത്തോടെ വിക്കിപീഡിയയിൽ ചേർക്കാവുന്നതാണ്.",Malayalam
"ചിലർക്ക് നല്ലതെന്ന് തോന്നുന്ന കാര്യങ്ങൾ മറ്റു ചിലർക്ക് അത് ചീത്തയായി അനുഭവപ്പെട്ടേക്കാം, അതുകൊണ്ട് വിവരങ്ങളെ വസ്തുതകൾ ആക്കി ചേർക്കാനാണ് വിക്കിപീഡിയ ആഗ്രഹിക്കുന്നത്.",Malayalam
ഉദാഹരണത്തിന് ജോർജ്ജ്.,Malayalam
ഡബ്ല്യു.,Malayalam
ബുഷ്.,Malayalam
നല്ലവനാണോ ചീത്തയാണോ എന്ന് വിക്കിപീഡിയയിൽ നിന്ന് അറിയാൻ കഴിയില്ല.,Malayalam
പക്ഷേ അദ്ദേഹത്തിന്റെ ജനനം മുതലുള്ള എല്ലാ പ്രധാന കാര്യങ്ങളും വിക്കിപീഡിയയിൽ ഉണ്ടാവും.,Malayalam
നിരൂപണങ്ങൾ വിക്കിപീഡിയയിൽ ഉണ്ടാവില്ലെന്നർത്ഥം.,Malayalam
വിക്കിപീഡിയയുടെ വെബ് വിലാസത്തിന്റെ ആദ്യതാളിൽ വരാനുള്ള ലേഖനങ്ങളാണ് തിരഞ്ഞെടുത്ത ലേഖനങ്ങൾ.,Malayalam
ഒരു വായനക്കാരന്റെ ശ്രദ്ധയിൽ ആദ്യം പെടുന്ന ലേഖനം ആയതുകൊണ്ട് ഈ ലേഖനങ്ങളുടെ ഗുണനിലവാരം ഉറപ്പുവരുത്തുവാൻ വിക്കിപീഡിയയിലെ ലേഖകർ പ്രത്യേകം ശ്രദ്ധപുലർത്തുന്നു.,Malayalam
എല്ലാ മാസവും തിരഞ്ഞെടുത്ത ലേഖനം ആകുവാൻ സമർപ്പിക്കപ്പെടുന്ന പല ലേഖനങ്ങൾ ഉണ്ടാവാം.,Malayalam
ഇതിൽ നിന്ന് ജനാധിപത്യ പ്രക്രിയയിലൂടെ വിക്കിപീഡിയർ എല്ലാ മാസവും ഓരോ ലേഖനങ്ങളെ തിരഞ്ഞെടുക്കുന്നു.,Malayalam
ഇംഗ്ലീഷ് പോലുള്ള വിക്കിപീഡിയകളിൽ എല്ലാ ദിവസവും പുതിയ ലേഖനങ്ങളെ തിരഞ്ഞെടുത്ത് പ്രധാന താൾ പുതുക്കാറുണ്ട്.,Malayalam
സാമാന്യം പൂർണ്ണമായ ഉള്ളടക്കവും കൃത്യതയും ഉള്ള ലേഖനങ്ങളെ ആണ് തിരഞ്ഞെടുത്ത ലേഖനങ്ങളാവാൻ സമർപ്പിക്കുക.,Malayalam
ഒരു ലേഖനം തിരഞ്ഞെടുത്ത ലേഖനം ആവുന്നതിനു മുൻപ് വിക്കിപീഡിയർ ഈ ലേഖനത്തിൽ ധാരാളം തിരുത്തലുകൾ വരുത്തുന്നു.,Malayalam
ലേഖനത്തെ സംബന്ധിക്കുന്ന എല്ലാ വിവരങ്ങളും ചേർത്ത് ലേഖനം സമ്പൂർണ്ണമാക്കുന്നതിനും എല്ലാ ചെറുതും വലുതുമായ തെറ്റുകൾ തിരുത്തുന്നതിനും വിക്കിപീഡിയർ ശ്രദ്ധിക്കുന്നു.,Malayalam
ലേഖനത്തിന്റെ ആധികാരികത ഉറപ്പുവരുത്തുന്നതിന് ആവശ്യമായ ഗ്രന്ഥങ്ങളെയും മറ്റ് വിജ്ഞാന സ്രോതസ്സുകളെയും കുറിച്ചുള്ള വിവരങ്ങളും വിക്കിപീഡിയർ ലേഖനത്തിനു അവലംബമായി ചേർക്കുന്നു.,Malayalam
ലേഖനത്തിനു ആവശ്യമായ ചിത്രങ്ങളും ചേർക്കുമ്പോൾ വിജ്ഞാനപ്രദമായ ഒരു സമ്പൂർണ്ണലേഖനം പിറക്കുകയായി.,Malayalam
"ചാലക്കുടി, ആന, ലാറി ബേക്കർ, റോമൻ റിപ്പബ്ലിക്ക്, ക്രിക്കറ്റ്, നൈട്രജൻ, ഇന്ത്യൻ റെയിൽ‌വേ, തുടങ്ങിയ വിവിധ വിഷയങ്ങളിലുള്ള ലേഖനങ്ങൾ ഇതുവരെ തിരഞ്ഞെടുത്ത ലേഖനങ്ങളായി.",Malayalam
"പറയിപെറ്റ പന്തിരുകുലം, ഇബ്സൻ, തുടങ്ങിയ ലേഖനങ്ങൾ ഈ മാസത്തെ തിരഞ്ഞെടുത്ത ലേഖനങ്ങളാവാൻ സമർപ്പിക്കപ്പെട്ടിരിക്കുന്നു.",Malayalam
വലിയൊരു സംഘം വിക്കിപീഡിയർ ആണ് വിക്കിപീഡിയയിലെ ലേഖനങ്ങൾ തയ്യാറാക്കുന്നത്.,Malayalam
"ചിലർക്ക് അനേകം വിജ്ഞാനശകലങ്ങൾ കൈമുതലായുണ്ടാവും, ചിലർക്ക് അസാമാന്യമായ ഭാഷാസ്വാധീനമുണ്ടാവും.",Malayalam
"വിജ്ഞാനശകലങ്ങൾ
ചേർക്കുന്നവർക്കുണ്ടായേക്കാവുന്ന ഭാഷാപരമായ തെറ്റുകൾ ഭാഷയിൽ സ്വാധീനമുള്ള ലേഖകർ ശരിയാക്കുന്നു.",Malayalam
അങ്ങനെ അങ്ങനെ നിരന്തരമായ തിരുത്തലുകൾക്കൊടുവിൽ നല്ലൊരു ലേഖനം പിറക്കുന്നു.,Malayalam
മലയാളം വിക്കിപീഡിയയിലെ ലേഖകർ മലയാളികളാണ് അതുകൊണ്ട് മലയാള ഭാഷയുമായി ബന്ധപ്പെട്ട എല്ലാ ചർച്ചകളും തിരുത്തലുകളും മലയാളം വിക്കിപീഡിയയിലുണ്ടാകാറുണ്ട്.,Malayalam
ഇത്തരത്തിൽ സംവൃതോകാരത്തിന്റെ ഉപയോഗം സംബന്ധിച്ചുണ്ടായ ഇത്തരം ചർച്ച ഇന്നും അവസാനിച്ചിട്ടില്ല.,Malayalam
ഇംഗ്ലീഷ് പദങ്ങളുടെ മലയാളീകരണമാണ് പ്രശ്നമുള്ള മറ്റൊരു മേഖല.,Malayalam
പല ഇംഗ്ലീഷ് പദങ്ങൾക്കും തുല്യമായ മലയാളം പദമില്ലാത്തതിനാൽ ചിലർ അവിടെ അതേ പദം തന്നെ മലയാളം ലിപിയിൽ ഉപയോഗിക്കുന്നു.,Malayalam
മറ്റു ചിലരാകട്ടെ അവയ്ക്ക് സ്വന്തം കഴിവനുസരിച്ച് മലയാളം പദങ്ങൾ സൃഷ്ടിച്ച് ഉപയോഗിക്കുന്നു.,Malayalam
മലയാളം വിക്കിപീഡിയയിൽ ഉപയോക്താക്കളുടെ എണ്ണം വളരെയധികം ഇല്ലാത്തതിനാൽ ഇത്തരം കാര്യങ്ങളെല്ലാം ഇന്ന് കുഴഞ്ഞുമറിഞ്ഞു കിടക്കുകയാണ്.,Malayalam
മലയാളം വിക്കിപീഡിയയിൽ ലേഖകരുടെ എണ്ണം വർദ്ധിക്കുമ്പോൾ ഇത്തരം പ്രശ്നം എല്ലാം പരിഹരിക്കപ്പെടുമെന്നാണ് പൊതുവേ വിശ്വസിക്കുന്നത്.,Malayalam
