Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100,56.63355864
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3,15.340841
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,26.04840328
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,30.219733079999997
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56,37.2661778
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,46.2293658
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3,16.27852836
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,25.62092816
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,31.971002119999998
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,36.3009114
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100,43.0577762
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.568648
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.226507999999995
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75116932
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.0178466
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28,78.80021203999999
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.36856
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.280886679999995
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28,56.83350668
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.021224
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55108132
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13335876
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.37597436
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.647607959999995
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.27736932
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.30364936
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.249270679999995
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,41.36856
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.15794004
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.39665864
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,39.300132
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28,67.86512268
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.522722879999996
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.57917996
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28,76.23536132
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.83702404
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3,14.39625888
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3,19.41564416
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3,20.72564856
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3,14.94094492
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3,21.29101888
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3,23.07676172
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3,15.520104759999999
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3,12.5484632
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,8.48744956
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3,12.17614616
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3,11.98309288
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14,16.87837248
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14,33.08795324
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14,34.23937816
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.812422639999998
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,29.7508894
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,33.00521612
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14,32.90179472
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14,29.55094136
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14,19.41564416
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14,24.65566176
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,29.592309919999998
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14,24.28334472
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,20.72564856
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28,26.200088
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,46.38794528
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28,39.1622368
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.20308576
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,33.68779736
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28,38.20386516
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28,41.40992856
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,37.810863839999996
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28,24.84871504
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28,27.22051248
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28,44.63667624
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28,37.2661778
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,33.27411176
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56,36.56291228
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56,53.72396992
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.587373719999995
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,51.72448952
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.852751999999995
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,53.77223324
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,53.46196904
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,48.9872698
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56,31.715896
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56,39.64487
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56,51.25564584
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56,43.388724679999996
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56,39.2656582
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100,37.9556538
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100,55.020184799999996
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100,49.99390476
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.65502232
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,37.6798634
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,56.061293559999996
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,56.8128224
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,50.93848688
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100,33.56369168
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,41.1617172
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100,52.95865156
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100,44.27814872
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100,40.14818748
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28,57.02655996
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,44.42293868
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,51.021224
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.38612668
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3,35.36322404
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,25.021084039999998
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,23.34565736
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7,52.00717468
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,38.01770664
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,39.300132
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56,61.06688932
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,56.14403068
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,55.25460664
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.765078679999995
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28,50.23522136
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28,46.68441996
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28,46.68441996
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3,22.752708
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3,25.510612
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3,34.77027468
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7,36.83870268
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7,45.89841732
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7,41.66503468
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56,56.33708396
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56,47.96684532
387.0,20.0,94.0,157.0,11.61,938.0,845.0,56,61.45989064
355.0,19.0,97.0,145.0,13.13,967.0,871.0,28,44.02993736
355.0,19.0,97.0,145.0,12.25,967.0,871.0,28,55.45455468
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28,55.55108132
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28,57.915983999999995
491.0,26.0,123.0,210.0,3.93,882.0,699.0,3,25.60910856945864
491.0,26.0,123.0,210.0,3.93,882.0,699.0,7,33.488834284729315
491.0,26.0,123.0,210.0,3.93,882.0,699.0,56,59.590425715270676
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3,29.54897143054136
491.0,26.0,123.0,201.0,3.93,822.0,699.0,7,37.92118
491.0,26.0,123.0,201.0,3.93,822.0,699.0,56,61.85584685418796
424.0,22.0,132.0,178.0,8.48,822.0,750.0,28,62.052839999999996
424.0,22.0,132.0,178.0,8.48,882.0,750.0,3,32.01138571527068
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28,72.09850532
424.0,22.0,132.0,178.0,8.48,822.0,750.0,7,39.004642284729314
424.0,22.0,132.0,178.0,8.48,822.0,750.0,56,65.69721314581203
424.0,22.0,132.0,168.0,8.92,822.0,750.0,3,32.109882284729316
424.0,22.0,132.0,168.0,8.92,822.0,750.0,7,40.28509771527068
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56,74.3649114581204
202.0,11.0,141.0,206.0,1.72,942.0,801.0,28,21.96670536
202.0,11.0,141.0,206.0,1.72,942.0,801.0,3,9.84965714581204
202.0,11.0,141.0,206.0,1.72,942.0,801.0,7,15.069975430541358
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56,23.24519085418796
284.0,15.0,141.0,179.0,5.46,842.0,801.0,28,43.733462679999995
284.0,15.0,141.0,179.0,5.46,842.0,801.0,3,13.395533715270679
284.0,15.0,141.0,179.0,5.46,842.0,801.0,7,24.13166
284.0,15.0,141.0,179.0,5.46,842.0,801.0,56,44.520450284729314
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28,62.935369279999996
359.0,19.0,141.0,154.0,10.91,942.0,801.0,28,59.494884039999995
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,25.11662571527068
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3,23.639177145812038
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,35.75425543054136
359.0,19.0,141.0,154.0,10.91,942.0,801.0,7,38.610656
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,68.75060685418796
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56,66.78067543054136
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.84897484
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.068218236
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.654902304
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.199148695999998
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.846616696
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.604880392
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.942373908
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.569637164
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.315540328
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.404692496
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.615941924
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.859147104
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.222171176
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.596896395999998
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.746162964
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.966865263999996
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.404952295999998
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,25.573354316
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.680203152
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.742445811999996
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.204074924
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.617500724000001
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.422359072
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.691094808
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.935499091999997
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.626693796000005
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.236210524
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.765208492
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.435269296
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.745033839999998
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.082437432
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.065470304
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.819846971999997
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.066249704
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.843728804
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.051670812
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.957582268
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.447869684
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.489328168
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.216895223999998
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.699338604
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.089012384
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.70028788
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.507014687999999
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.576122192
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.179323768
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.19871902
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,17.200357771999997
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.629981272
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.859147104
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37264682
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.726417988
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28,37.813621743999995
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.917063088
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.0431373
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54104884
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91369566
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,7.995853172
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.899986092
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.335934715999999
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.765208492
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.437857324
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.483912255999998
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.437787344
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.596806471999997
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,7,10.730314988
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38150014
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22414968
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.96696516
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04124872
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.039949719999996
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17017076
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.44570136
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89334116
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.467284879999999
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.83804312
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.415903959999998
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.946021079999998
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.104080959999997
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.083136879999998
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26343984
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.965666159999998
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36256448
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25394708
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.32952964
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.70158688
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.307926
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94472208
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.62730332
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.7853632
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.48758952
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.14922668
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.541568439999999
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53077668
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.922478999999996
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,9.99050724
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.8393421199999995
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.24509376
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.169511199999999
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.3403214
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54026944
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57136584
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2032056
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,28,24.49708228
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.575262839999999
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.848195439999998
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.0621928
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21075992
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.69898888
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.143890719999998
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73462172
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87043852
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.27748916
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,34.29453624
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.539060364
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.714497103999996
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,43.377003588
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89223198
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.902344236
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.192064116000005
183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9035533120000006
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3,4.565020596
102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.460969728000002
122.6,183.9,0.0,203.5,0.0,958.2,800.1,28,24.290928956
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.947729812
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.414275179999999
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.593958644
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.893960655999997
108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.231713971999998
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.023662096000002
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.3938507
157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.664355176
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.874825204
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35014394
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.392211948
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3,12.788400847999998
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,39.321505756
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.782205536
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.10960674
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,43.377003588
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,20.416073836
173.0,116.0,0.0,192.0,0.0,946.8,856.8,3,6.940954892
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.030576799999999
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.565440299999999
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,32.53292506
166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.748321315999998
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,7.675936308
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,38.804398756000005
212.0,141.3,0.0,203.5,0.0,973.4,750.0,28,33.003837168
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28,17.275510655999998
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.281965768
183.9,122.6,0.0,203.5,0.0,959.2,800.0,28,24.046164976
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.588422892
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,50.732333556
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7,13.664035367999999
305.3,203.5,0.0,203.5,0.0,965.4,631.0,3,14.143910664
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,47.782065751999994
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.331807832
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.889404096
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.523542168
212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.8085755
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.700028079999996
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96429718
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.88455782
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.347985588
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.787541496
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7,7.723510152
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28,41.684340008
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.561653168
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3,6.883728383999999
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,50.526869708
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.165883972
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,30.439675923999996
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.731264264
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.31982694
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.322814728
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90,43.25082948
116.0,173.0,0.0,192.0,0.0,909.8,891.9,3,6.280436883999999
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,32.102692036
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28,36.964187312
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,54.598914963999995
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48062478
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.694722036
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.374375495999999
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.6621069
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.089791784
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.827710952
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.354550567999999
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90,43.565230536
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.863763672
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85209244
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.24379476
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.827251359999998
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,35.763120119999996
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.70028788
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,14.306626999999999
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.43684804
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.74347504
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,37.91428524
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.382869119999995
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87173752
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.011451319999999
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.60506024
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,40.65839972
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.85834776
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.052040479999999
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,17.54026944
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91232668
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,25.17966352
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.9574724
