Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2194,28/12/2015,Bumper,Mobile Car Servicing appointment app,nan,Bangalore,SAIF Partners,Seed Funding,"5,00,000",
2195,29/12/2015,Hotify,New Curation Mobile App,nan,Bangalore,Mahavir Pratap Sharma,Seed Funding,"1,50,000",
2196,29/12/2015,MobiKwik,Mobile Wallet,nan,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"66,00,000",Additional Funding
2197,30/12/2015,Intelligent Interfaces,Interface development platform for Government officials,nan,Bangalore,Yuvraj Singh,Seed Funding,N/A,Yet to Launch
2198,02/11/2015,Twigly,Online Food Ordering & Delivery platform,nan,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"2,00,000",
2199,02/11/2015,CityFlo,Bus Aggregation and rental mobile app,nan,Mumbai,IDG Ventures,Seed Funding,"7,50,000",
2200,03/11/2015,Findyahan,hyperlocal online Services platform,nan,Noida,Times Group Brand Capital,Private Equity,N/A,Bridge funding
2201,03/11/2015,Sabse,WiFi \xe2\x80\x93 first Cloud communication platform,nan,Mumbai,Ratan Tata,Private Equity,N/A,N/A
2202,03/11/2015,Pokkt,Alternate Mobile Monetization platform,nan,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,"50,00,000",Series B
2203,03/11/2015,oibanit,Online Food Ordering Marketplace,nan,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"1,50,000",
2204,03/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,nan,Mumbai,Riqueza Capital,Seed Funding,"3,85,000",Funding happened in Sept 2015
2205,03/11/2015,LoanBaba,Online Loans Marketplace,nan,Mumbai,N/A,Seed Funding,"3,20,000",
2206,03/11/2015,Deyor Rooms,Budget Hotels Aggregator,nan,New Delhi,Dheeraj Jain & Others,Seed Funding,"5,00,000",
2207,03/11/2015,Bidgely,Efficient Energy Management platform,nan,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"1,66,00,000",Series B
2208,04/11/2015,Shirsa Labs,Digital Intelligent learning platform,nan,Mumbai,ah! Ventures,Seed Funding,"2,50,000",
2209,04/11/2015,Paytunes,Voice Call incentivization mobile app,nan,New Delhi,CIO Angel Network,Seed Funding,N/A,
2210,04/11/2015,YourDOST,Online Counselling and psychological support platform,nan,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"4,00,000",
2211,05/11/2015,BookMyBai,Domestic Help Aggregation platform,nan,Mumbai,Vineel Nalla & Others,Seed Funding,"1,50,000",
2212,05/11/2015,MyIndianStay,Home Stay & room rentals platform,nan,Goa,Undisclosed investors,Seed Funding,"2,00,000",
2213,05/11/2015,Bobble,Selfie Mobile App,nan,New Delhi,SAIF Partners & others,Private Equity,N/A,Series A
2214,06/11/2015,RepUp,Online Reputation Management Platform,nan,Gurgaon,Indian Angel Network,Seed Funding,N/A,
2215,06/11/2015,Satvacart,Online Grocery platform,nan,Gurgaon,Undisclosed HNIs,Private Equity,"18,00,000",Pre-Series A Bridge
2216,06/11/2015,POPxo.com,Online content platform for women,nan,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"20,00,000",Series A
2217,06/11/2015,SparesHub,Online Vehicle Spare Parts etailer,nan,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"4,60,000",Pre-Series A
2218,06/11/2015,Explara,Event Ticketing platform,nan,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"4,90,000",Pre-Series A
2219,06/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,nan,Noida,Saina Nehwal,Seed Funding,N/A,2nd seed funding
2220,06/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,nan,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"1,50,00,000",Series A
2221,09/11/2015,AppVirality,Mobile Growth Hacking\\nPlatform,nan,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"5,00,000",Pre-Series A
2222,09/11/2015,iStar Skill Development,Skill Training Startup,nan,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"15,00,000",Series A
2223,09/11/2015,BigStylist.com,Beauty and Wellness Marketplace,nan,Mumbai,Info Edge,Private Equity,"10,00,000",Pre-Series A
2224,09/11/2015,Zilingo,Marketplace App for Bangkok,nan,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"19,00,000",Series A
2225,09/11/2015,Didi,On-demand Maids Service Provider,nan,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"1,50,000",
2226,09/11/2015,Skoov.com,eCommerce Product Search Engine,nan,Mumbai,undisclosed investor,Seed Funding,"1,50,000",
2227,10/11/2015,Chefs Basket,Ready to cook packaged Foods,nan,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"60,00,000",Series A
2228,11/11/2015,Gingercrush,Product Customization Platform,nan,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,N/A,
2229,11/11/2015,Delight Foods,Branded Food products online sales,nan,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"6,00,000",Series A
2230,11/11/2015,6Degree,Talent platform for Fashion professionals,nan,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,N/A,
2231,11/11/2015,RenewBuy,Auto Insurance Online platform,nan,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"5,00,000",
2232,11/11/2015,Grab,Hyperlocal Logistics Service Provider,nan,Mumbai,Sixth Sense Ventures,Seed Funding,N/A,
2233,12/11/2015,Hitwicket,Cricket Management Mobile Game,nan,Hyderabad,Chennai Angels,Seed Funding,"2,50,000",
2234,13/11/2015,Flashdoor,On Demand Laundry Service platform,nan,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,N/A,
2235,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,nan,Gurgaon,Kalaari Capital,Private Equity,"37,00,000",Series A
2236,16/11/2015,Absentia,Virtual Reality Headset creator,nan,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"1,80,000",
2237,16/11/2015,Renowala,Home Improvement Service platform,nan,Hyderabad,Logtally,Seed Funding,N/A,
2238,16/11/2015,TaskBucks,mobile-only tasks marketplace,nan,New Delhi,Times Internet,Private Equity,"1,50,00,000",Strategic Investment
2239,17/11/2015,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,nan,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"3,40,00,000",Series C
2240,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,nan,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"6,00,000",
2241,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,nan,Bangalore,Jitu Virwani,Seed Funding,"75,00,000",
2242,17/11/2015,Smytten,Online Products Discovery Platform,nan,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"2,00,000",
2243,17/11/2015,BiBox,Kids Tool kit for Innovation platform,nan,Bangalore,Ravi Krishnamurthy,Seed Funding,"5,30,000",
2244,17/11/2015,Convegenius,Mobile Learning Solutions,nan,Noida / Singapore,Enablers platform,Seed Funding,"3,00,000",
2245,18/11/2015,Ola,Car Aggregator & Retail Mobile App,nan,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"50,00,00,000",Series F ( More Details Here)
2246,18/11/2015,Goodbox,conversational commerce mobile app,nan,Bangalore,Nexus Venture Partners,Private Equity,"25,00,000",Series A
2247,18/11/2015,ScoopWhoop,Viral Content web Platform,nan,New Delhi,Kalaari Capital,Private Equity,"40,00,000",Series A
2248,18/11/2015,Hipship,Express local delivery platform,nan,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,N/A,
2249,18/11/2015,Pickrr,On-Demand Local Logistics provider,nan,New Delhi,Palaash Ventures,Seed Funding,N/A,
2250,18/11/2015,Truelancer,Curated Freelancer Marketplace,nan,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,N/A,
2251,19/11/2015,AHA Taxis,Online Taxi Rental Platform,nan,Noida,ah! Ventures,Seed Funding,N/A,
2252,19/11/2015,UrbanClap,Mobile Services Marketplace,nan,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"2,50,00,000",Series B
2253,19/11/2015,SenseGiz,Smartwatch Maker,nan,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"5,00,000",
2254,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,nan,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,N/A,
2255,19/11/2015,Fourseven,Online Jewellery etailer,nan,New Delhi,Indian Angel Network,Seed Funding,"4,55,000",
2256,20/11/2015,MindTickle,Sales & Productivity Software,nan,Pune / US,New Enterprise Associates,Private Equity,"1,25,00,000",Series A
2257,20/11/2015,Shopsense,ecommerce related software product platform,nan,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,N/A,Pre-Series A
2258,20/11/2015,Medinfi,Health-Tech platform,nan,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"3,05,000",
2259,20/11/2015,OUWT,Nightlife Discovery Mobile App,nan,Mumbai,Undisclosed investors,Seed Funding,"1,50,000",
2260,20/11/2015,HeyPillow,Online Real Estate Marketplace,nan,Bangalore,Hampton Capital,Private Equity,"30,00,000",Series A
2261,21/11/2015,Healers At Home,"Home Healthcare Services platform,",nan,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,N/A,
2262,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,nan,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"12,00,000",Series A
2263,21/11/2015,Talkoot,Social platform for traders and investors,nan,Bangalore,Undisclosed investors,Seed Funding,"1,00,000",
2264,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",nan,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,"20,00,000",Series A
2265,23/11/2015,Medikoe,Healthcare Services Discovery platform,nan,Bangalore,Anil Menon,Seed Funding,"1,00,000",
2266,24/11/2015,Stylofie,Health and Beauty Services Marketplace,nan,Gurgaon,Swastika,Seed Funding,"2,50,000",
2267,24/11/2015,ServX,Automotive Services platform,nan,New Delhi,Manish Gupta,Seed Funding,N/A,
2268,24/11/2015,Naaptol,Online and TV Shopping Marketplace,nan,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"5,20,00,000",Late Stage
2269,24/11/2015,Crayon Data,Big Data Analytics Platform,nan,Chennai/ Singapore,Ratan Tata,Private Equity,N/A,N/A
2270,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,nan,Mumbai,Ashok Agarwal,Seed Funding,"15,00,000",
2271,25/11/2015,Tooler,On Demand Laundry Services App,nan,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"1,10,000",
2272,25/11/2015,S Chand,Education Content Provider,nan,New Delhi,IFC Everstone Group,Private Equity,"2,70,00,000",N/A
2273,26/11/2015,Stelae,Content Management Software Solutions,nan,Chennai,Earlsfield Capital,Private Equity,N/A,Pre-Series A
2274,26/11/2015,GoQii,Fitness Tracking Management Solutions,nan,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"1,34,00,000",Series B
2275,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,nan,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"12,00,00,000",Late Stage
2276,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,nan,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"10,00,000",Pre-Series A
2277,26/11/2015,KountMoney,Online Lending Marketplace,nan,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,N/A,
2278,27/11/2015,StayGlad,On Demand Beauty Services Platform,nan,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,N/A,Series A
2279,27/11/2015,JustRide,Self Driven Rental Car Platform,nan,Mumbai,N/A,Private Equity,"20,00,000",Pre-Series A bridge round
2280,27/11/2015,Fastudent,Education Content etailer,nan,Noida,Ashish Gupta,Seed Funding,N/A,
2281,27/11/2015,LearnOn,Clud based Learning platform,nan,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,N/A,
2282,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,nan,New Delhi,Unigrowth Inc,Seed Funding,N/A,
2283,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,nan,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,N/A,
2284,30/11/2015,Baxi,Two-Wheeler Taxi Service,nan,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,"14,50,000",
2285,30/11/2015,Superhero Brands,character merchandize sales platform,nan,Mumbai,DSG Consumer Partners,Seed Funding,"5,40,000",
2286,30/11/2015,MoMagic,Mobile Application Developer,nan,New Delhi,FIH Mobile Ltd,Private Equity,N/A,Strategic Investment
2287,30/11/2015,QikPod,Ecommerce Delivery locker services,nan,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"90,00,000",Series A
2288,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,nan,New Delhi,Undisclosed investors,Seed Funding,N/A,
2289,30/11/2015,Bro4U,Hyperlocal Online Home services provider,nan,Bangalore,Sargod Ventures,Seed Funding,N/A,
2290,01/10/2015,Indifi,Easy Business Loans platform,nan,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,N/A,
2291,01/10/2015,Wydr,Performance based Wholesale Marketplace,nan,New Delhi,Sandeep Aggarwal,Seed Funding,N/A,
2292,01/10/2015,EasyFix,Professional Services Marketplace,nan,Gurgaon,Axilor Ventures,Seed Funding,N/A,
2293,01/10/2015,Muvizz,Movie-on-demand platform,nan,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,"3,50,000",
2294,01/10/2015,Abhibus,us ticketing and fleet management platform,nan,Hyderabad,Paytm (One97 communications),Private Equity,N/A,Strategic Investment
2295,01/10/2015,Cleartax,Online Income Tax Filing platform,nan,New Delhi,Paytm (One97 communications),Private Equity,N/A,N/A
2296,02/10/2015,Shopalyst,Product discovery & recommendation platform,nan,Bangalore,Kalaari Capital,Private Equity,"20,00,000",Series A
2297,03/10/2015,Chillr,Mobile Payments App,nan,Mumbai,Sequoia Capital,Private Equity,"60,00,000",Series A
2298,05/10/2015,Nykaa,Beauty & Wellness Products e-tailer,nan,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,"95,00,000",Series B
2299,05/10/2015,Voylla,Fashion jewelry and accessories e-tailer,nan,Jaipur,Peepul Capital,Private Equity,"1,50,00,000",Series B
2300,05/10/2015,IndiaLends,Online Consumer Lending platform,nan,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,"10,00,000",Pre-Series A Bridge round
2301,05/10/2015,Rock N Shop,Premium Apparel shopping portal,nan,New Delhi,High Networth Individuals (undisclosed),Seed Funding,"1,50,000",
2302,06/10/2015,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,nan,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,"7,00,000",
2303,06/10/2015,WorkIndia,Job Board,nan,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,"5,00,000",Pre-Series A
2304,06/10/2015,SportzVillage,Sports Management & Physical Education Business,nan,Bangalore,Gaja Capital Private Equity Fund,Private Equity,"1,00,00,000",Series B
2305,06/10/2015,SportyBeans,multi-sport program for preschoolers,nan,Pune,YouWeCan Ventures,Seed Funding,N/A,
2306,06/10/2015,Burger Singh,QSR & Online delivery portal,nan,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,"5,00,000",Bridge Round
2307,06/10/2015,Welcome Cure,Online Homeopathy Clinic,nan,Mumbai,Unnamed Media house and HNIs,Private Equity,"60,00,000",Pre-Series A
2308,07/10/2015,SchoolGuru,E-Learning Service Provider,nan,Mumbai,High Networth Individuals from India & USA,Private Equity,"30,00,000",Series A
2309,07/10/2015,Naturally Yours,Organic Food etailer,nan,Mumbai,Sanjay Mehta,Seed Funding,N/A,
2310,07/10/2015,GoJavas,Delivery & Logistics Service provider,nan,Gurgaon,Snapdeal,Private Equity,"2,00,00,000",Strategic Funding (Series C)
2311,07/10/2015,Scandid,Product Discovery & comparison App,nan,Pune,Micromax Informatics,Private Equity,N/A,Strategic Funding
2312,07/10/2015,StalkBuyLove,Online Apparels Fashion brand,nan,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,N/A,Series A
2313,08/10/2015,ZuperMeal,Home Cooked Food marketplace & Delivery,nan,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,"20,00,000",Series A
2314,08/10/2015,Cube26,Gesture based Mobile Development,nan,New Delhi,"Tiger Global Management, Flipkart",Private Equity,"77,00,000",Series A
2315,08/10/2015,Mobikon,Hotel Mobile CRM Software platform,nan,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,N/A,Series B
2316,08/10/2015,Grabhouse,Rental Accommodation Search platform,nan,Bangalore,Sequoia and Kalaari Capital.,Private Equity,"1,00,00,000",Series B
2317,08/10/2015,Quifers,Logistics Tech Platform,nan,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,"3,10,000",
2318,09/10/2015,Stockroom.io,Developer Portfolio Showcase platform,nan,Hyderabad,Undisclosed Investors,Seed Funding,"70,000",
2319,09/10/2015,Curofy,Doctors Network Mobile App,nan,New Delhi,RoundGlass Partners,Private Equity,N/A,Pre-Series A
2320,09/10/2015,Cloud Lending,End-to-End Lending platform,nan,Bangalore / San Mateo,SF Capital Group,Private Equity,"80,00,000",Series A
2321,09/10/2015,Inayo,on-demand healthcare marketplace,nan,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,"3,00,000",
2322,09/10/2015,WoNoBo,360-degree view creating platform,nan,Bangalore,Quikr,Private Equity,N/A,Strategic Funding
2323,09/10/2015,Kulzy,Advertising & Marketing Community Networking platform,nan,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,"10,00,000",
2324,09/10/2015,Zeppery,Food Ordering & Delivery App,nan,New Delhi,Suyash Sharma,Seed Funding,"77,000",
2325,12/10/2015,Zify,Ride Sharing platform,nan,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,"1,90,000",
2326,12/10/2015,Faircent,Online P2P lending marketplace,nan,Gurgaon,Aarin Capital Partners,Private Equity,N/A,Series A
2327,12/10/2015,Bizongo,B2B marketplace for industrial goods,nan,Mumbai,Accel Partners,Seed Funding,N/A,
2328,12/10/2015,Gridle,Cloud Based Collaboration platform,nan,Ahmedabad,LetsVenture,Seed Funding,"1,00,000",
2329,12/10/2015,Tripoto,global community for travellers,nan,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,N/A,Series A
2330,12/10/2015,Mubble,Prepaid Bill manager App,nan,Bangalore,Accel Partners,Private Equity,N/A,Series A
2331,13/10/2015,Voodoo,Mobile Only Shopping Assistant,nan,New Delhi,SAIF Partners,Seed Funding,"10,00,000",
2332,13/10/2015,Lookup,Mobile Messaging Assistant App,nan,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,"25,00,000",Series A
2333,14/10/2015,AskMyGift,Personalized Wish List creator app,nan,Noida,Turning Ideas,Seed Funding,"50,000",
2334,14/10/2015,Gaana.com,Music Streaming mobile app,nan,Mumbai,Micromax Informatics Ltd,Private Equity,N/A,Strategic Funding
2335,14/10/2015,Zappfresh,Raw Meat & Ready to eat food etailer,nan,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",
2336,14/10/2015,GymTrekker,Gym Discovery platform,nan,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,N/A,
2337,15/10/2015,Bounty App,Online Purchase rewards app,nan,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,N/A,
2338,16/10/2015,Homers.in,Home rental platform,nan,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,N/A,
2339,16/10/2015,mShipper,Crowdsourced Delivery platform,nan,New Delhi,Vijai Laxmi,Seed Funding,N/A,
2340,16/10/2015,BolRealty,Real Estate Insights platform,nan,New Delhi,Manpreet Singh,Seed Funding,N/A,
2341,17/10/2015,S-Cube Futuretech,Structural & Civil Engg Service Automation,nan,Mumbai,Parampara Capital,Private Equity,"10,00,000",Series A
2342,19/10/2015,LetsVenture,Startup Funding Marketplace,nan,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,N/A,Series A
2343,19/10/2015,Citrus Payment,Payments Solution platform,nan,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"2,50,00,000",Series C
2344,19/10/2015,Holidify,Travel Destination Discovery platform,nan,New Delhi,Aarti Group,Seed Funding,"1,00,000",
2345,20/10/2015,PrimaSeller,Order Fulfillment SAAS platform,nan,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,N/A,
2346,20/10/2015,Opinio,Last Mile Delivery Service,nan,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"70,00,000",Series A
2347,20/10/2015,Attune Technologies,Healthcare IT Solutions & services,nan,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"1,00,00,000",Series B
2348,20/10/2015,iChef.in,Gourmet Meals Delivery,nan,Mumbai,Springboard Ventures,Private Equity,N/A,
2349,21/10/2015,Jiyo Natural,Healthy Meals Food delivery platform,nan,Bangalore,Indian Angel Network,Seed Funding,N/A,
2350,21/10/2015,AgentDesks,Real Estate Mobile CRM,nan,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"29,50,000",
2351,21/10/2015,White Owl Brewery,Micro-Brewery,nan,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"15,30,000",Series A
2352,21/10/2015,MealHopper,Home Made Food Marketplace,nan,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"1,00,000",
2353,21/10/2015,Zenify.in,residential rental management platform,nan,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"6,40,000",
2354,21/10/2015,Stockal,Personalized Stock Intelligence Platform,nan,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,N/A,
2355,23/10/2015,Medd,Personal Diagnostic Mobile App,nan,Mumbai,Group of Angel investors,Seed Funding,"1,50,000",Bridge Round
2356,23/10/2015,Leaping Caravan,Online food ordering & Delivery service,nan,Gurgaon,Group of Angel investors,Seed Funding,"1,50,000",
2357,23/10/2015,Frsh,Online food ordering & Delivery service,nan,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"10,00,000",Bridge Round
2358,23/10/2015,Qik Stay,Hotel Aggregator & booking platform,nan,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"2,50,000",
2359,26/10/2015,Parcelled,Online Logistics Platform,nan,Bangalore,Delhivery,Private Equity,"50,00,000",
2360,26/10/2015,AlmaMapper,Online Student & Campus Social Networking platform,nan,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"4,00,000",
2361,26/10/2015,Flexing It,Professionals & Project Search Marketplace,nan,New Delhi,undisclosed private investors,Seed Funding,"5,00,000",
2362,26/10/2015,Netmeds.com,Online Pharmacy,nan,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"5,00,00,000",Series A
2363,26/10/2015,Razorpay,Online Payment Gateway,nan,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"90,00,000",Series A
2364,27/10/2015,Jombay,Psychometric Test Online Software,nan,Pune,Ventureworks India,Private Equity,N/A,
2365,27/10/2015,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,nan,Mumbai,Unnamed investor,Seed Funding,"77,000",
2366,27/10/2015,Care24,Professional Health Services Platform,nan,Mumbai,India Quotient,Seed Funding,"3,50,000",
2367,27/10/2015,Roadrunnr,Hyperlocal Logistics Service,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"1,00,00,000",Series B
2368,27/10/2015,Simpli5d,Online user engagement platform,nan,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,N/A,Bridge Funding
2369,28/10/2015,ORIGA Leasing,Asset Financing platform,nan,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"11,00,000",
2370,28/10/2015,Smartivity.in,Virtual Reality activity based learning platform,nan,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"2,00,000",
2371,28/10/2015,UrDoorStep,Online Grocery Store,nan,Bangalore,Jupiter Capital,Private Equity,N/A,Series A
2372,29/10/2015,Tavaga,Investment management platform,nan,Mumbai,Tracxn Syndicate,Seed Funding,N/A,
2373,29/10/2015,Moglix,Industrial Toons Marketplace,nan,Noida,"Accel Partner, Jungle Ventures",Private Equity,N/A,pre-Series A
2374,29/10/2015,ZopHop,Public Commute helper App,nan,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"4,50,000",
2375,30/10/2015,Niki.ai,Artificial Intelligence Ecommerce Chatbot,nan,Bangalore,Unilazer Ventures,Seed Funding,N/A,
2376,30/10/2015,Instavans,Truck Aggregator & Logistics service,nan,Bangalore,Suresh Vaswani,Seed Funding,N/A,
2377,30/10/2015,LiftO,Ridesharing Mobile app,nan,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"1,30,000",
2378,30/10/2015,TinyOwl,Food Discovery & Delivery Mobile app,nan,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"75,00,000",Series B
2379,30/10/2015,Toppr.com,Competitive exam learning platform,nan,Mumbai,InnoVen Capital,Private Equity,"20,00,000",Series C
2380,30/10/2015,Kleeto,Document Digitization platform,nan,Gurgaon,GREX,Seed Funding,"2,30,000",pre-Series A
2381,30/10/2015,BeaconsTalk,proximity marketing & Mobile Advertising platform,nan,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",
2382,31/10/2015,Jugnoo,Autorickshaw Aggregator & Booking platform,nan,Chandigarh,Paytm,Private Equity,"1,00,00,000",Series B
2383,01/09/2015,TOFlo,FinTech Startup Incubation platform,nan,Mumbai,Tania Johny Palathinkal,Seed Funding,"1,00,000",
