rating,date,variation,verified_reviews,feedback
5,30-Jul-18,Black  Show,Love it!,1
5,30-Jul-18,White  Show, ,1
5,30-Jul-18,Black  Show,Oh I love my Echo Show and the video news spots,1
1,30-Jul-18,Black  Show,Waste of money over the echo generation 2.  You don’t really get anything more from a video chat on this device then you would on FaceTime or Skype and it does not cycle through your pictures when you put it on slideshow mode it sticks on the first photo and will not leave it no matter what you do I have even looked online to research articles and cannot find a solution.  I have also had problems with this device shutting down and I have not had these problems on any of the other echo devices.  Price difference is just not worth it,0
2,30-Jul-18,Black  Show,No you tube wouldn't have bought it if I known that,0
5,30-Jul-18,Black  Show,This is our second echo show.  We have a home in Mexico and one in the USA.  Now when one of us is in the other home we can easily stay in touch and see each other.  We can also drop in on the houses when we aren’t there to check on them.  We use it to turn on and off the lights and security systems in both homes.  We also have echo dots in various rooms.  We love all this technology!  We ask her many questions and she plays music for us.,1
4,30-Jul-18,White  Show,Needs to play YouTube and prime video and maybe Netflix. But it has good sound,1
5,30-Jul-18,Black  Show,We love our Echo Show!,1
5,30-Jul-18,Black  Show,Great product,1
5,30-Jul-18,Black  Show,"I love this device. I upgraded from the Echo Spot. I just wish I could customize the clock on my screen to analog, to mimic what I was used to in the echo spot. Also, there is better sound quality on this device.",1
5,30-Jul-18,Black  Show,"Love this thing.. Best toy I've bought myself in awhile.. So far I have a smart plug connected running my Ac.  And the wifi light bulbs.  Baseball scores, weather are  cool but the music is the best feature.",1
5,30-Jul-18,White  Show,"This thing is a lot cooler than I thought it would be.  I mostly have used it to read me audiobooks, but I also love that I can see into the camera while I'm at work.",1
5,30-Jul-18,Black  Show,"I’m really enjoying this product. Love the flash briefing, the timers, the weather reports and more.",1
4,30-Jul-18,Black  Show,We love the Show.  It loses the connection every now and then but not sure if that is an Show issue or our internet issue.  But overall we use it for many applications.,1
5,30-Jul-18,Black  Show,Works well with optional cameras.  Conferencing is good.  Still feel like Bezos is spying on me.,1
5,30-Jul-18,Black  Show,I can connect my smart lights and my phone. And any other smart device. It's just so convenient that I highly reccomend it to anyone who have the disposable income.,1
5,30-Jul-18,Black  Show,"Love, love, LOVE!!!",1
5,30-Jul-18,Black  Show,Love all my Echo products. I like the video phone feature on this. Can check in on our cat when on vacation.,1
5,30-Jul-18,Black  Show,"Works exactly how you would expect, right out of the box. I love being able to not only hear, but now see, what I need on this device. I loved my regular echo, but the Show is just so much better!  It works wonderfully for music (especially paired with the Amazon music account) and is perfect with my ring doorbell. Love it!",1
5,30-Jul-18,Black  Show,I absolutely LOVE this!!!  I have it in my kitchen so I can use it for cooking. The speakers are amazing!!!,1
5,30-Jul-18,Black  Show,I've only had this a week but so far so good.  We are enjoying it.,1
4,30-Jul-18,White  Show,"Love the product idea. Super easy to set up & get started, a breeze to do routine tasks (set alarms, timers, add items to shopping/to do lists, play music, get news, just about anything it's supposed to do). The sound is good where Imhave it sitting, not tinny at all as some have found. There is one thing I HATE & it would keep me from recommending it to anyone - you cannot delete from the nice screen the continually running suggestions of what to ask Alexa. Unless you have her turn off the screen totally which I do when I go to bed. And it's too bad bc it's like a continuously running advertisement or set-up guide. Not attractive. The echo show was on sale prior to Prime day for less than the Echo, so I figured I was getting a great deal for my money when trying to decide which device to start out with. Because of the ever present script it's not a nice device to look at, I would not buy it again, or recommend - go with the Echo. I may still exchange the product.",1
4,30-Jul-18,White  Show,Very excited to see what it can do,1
4,30-Jul-18,Black  Show,"This is great for music, video calling, kitchen timers, and probably a bunch more. The only reason I gave it 4 instead of 5 stars is because of the ever-floating ""things to try"" on the home screen. This is purely an aesthetic complaint, but hopefully soon Amazon allows the option to shut it off.",1
4,30-Jul-18,White  Show,"I love the idea is the star trek computer at home. The skills are great, but the natural language work is mediocre.",1
5,30-Jul-18,White  Show,"Got this as a gift... so cool!  I can view my news, recipes or shopping lists.  And much more!!!",1
5,30-Jul-18,Black  Show,"I do love it. Was easy to set up so far, but I wish it has a little more in the set up instructions. There is still a whole lot more I would like to be able to do with it and I have no idea if I can or not with it. But I really do like it.",1
5,30-Jul-18,Black  Show,This is my second one. I have one in the kitchen and wanted another in my home office.It is amazing for a quick look up while I am working. I live a very busy life and it helps keep me on track with work and personal appointments.I will buy for holiday gifts for my whole family. The gift of organization and information at a voice command away.,1
1,30-Jul-18,White  Show, ,0
1,30-Jul-18,White  Show,"Don't waste your money.  I own an echo gen 1, and echo gen 2 and a dot. They all do a far better job of voice recognition that the Echo Show.  In fact, it is so bad that it is virtually useless.  Also, the speaker is incredibly bass heavy....so much so that it is hard to understand voices.  I've worked to adjust the bass and punch the mids and treble, but it still sounds awful.  Finally, the screen just doesn't add much.  I can't see if from across the room, it rarely activates in any meaningful way, and when it doesn't, it is more of a distraction than a help.(Using FaceTime is so much more practicalthan using the Show.) I'm surprised Amazon didn't make this a little more useful than it is.  Perhaps in the future, but for now, it is a waste of time and money.",0
5,30-Jul-18,Black  Show,I love it. It does everything.,1
2,30-Jul-18,Black  Show,Thought it would be more powerful and have a lot more functionality. Not much better than the Echo dot. Not worth the money.,0
5,30-Jul-18,Black  Show,"I purchased echo about 2 weeks ago , I love this product, I would definitely recommend",1
5,30-Jul-18,Black  Show,"I'm loving my new Echo Show. The video screen adds so much more value and potential. Movies, tv shows, song lyrics, all extra features that are available with the Echo Show. Oh, it also has a built in camera for taking pics.",1
5,30-Jul-18,Black  Show,"My wife has been using Skype for years to talk to her parents daily, with constant technical issues.  Since her father is 88, it's a lot to ask the man to uninstall/reinstall/reconfigure Skype, but he does.  When I saw these on sale, I jumped on them.  My wife was resistant to &#34;learn a new technology&#34;, but I told her these just work - like the video phones I saw at the New York World's Fair in 1964 - 54 years ago!Yesterday it set up quickly and worked fine, with no issues.  My wife told her co-worker today and she went out and bought 3 - one for herself and her husband, and one for each set of parents.  It just works, like a telephone - imagine that.",1
5,30-Jul-18,White  Show,Bluetooth sound is great. Videos are crazy. It’s an amazing device.,1
5,30-Jul-18,Black  Show,"Great item for knowledge, directions, music,laughter and more",1
4,30-Jul-18,Black  Show,very nice-needs some work,1
5,30-Jul-18,Black  Show,Very cool!,1
5,30-Jul-18,Black  Show,Enjoy using it.  Great sound.  Love the shopping list,1
3,30-Jul-18,Black  Show,"The Echo Show is ok, however the constant suggestions about what to ask Alexa are sooooo annoying and there is no way to eliminate it. Also, I thought I could have the weather for an area displayed continuously,  but I have to talk to Alexa, which I don't want to do in the middle of the night. Had I payed full price it would have been returned. There are other features that are nice, but I may never use them.",1
5,30-Jul-18,Black  Show,We held off purchasing an Echo but couldn't resist during Prime Days.  The Echo works great and it's nice to have the screen.  There is still a lot more we need to learn how to do.,1
5,30-Jul-18,Black  Show, ,1
5,30-Jul-18,White  Show,"Love it very much, still learning everything that my Echo can do, but am really enjoying the whole process.",1
5,30-Jul-18,White  Show,Love it!! Still learning all the possibilities.,1
5,30-Jul-18,Black  Show,I love the echo show awesome speakers I love the fact when you listen to music the words come up all around liking it so far. Also being able to read what's on your shopping list to do list and notifications,1
5,30-Jul-18,Black  Show,Nice works great,1
5,30-Jul-18,Black  Show,Easy to set up and sooooooo many things it can do.  Just awesome!,1
5,30-Jul-18,Black  Show,Met every expectation I had,1
5,30-Jul-18,Black  Show,I like it,1
4,30-Jul-18,Black  Show,"Unit is working great, but it is a true PIA that products today are shipped without user manuals. Do manufacturers truly believe that user will magically know the full capabilities of each product purchased? I have no idea of the echo show's capabilities. I have it linked to my Hue lights, but have no idea what commands will work, and what won't. I purchased a Fire TV Stick along with the Show, but have no idea how to maximize the two. Just a few examples.I even purchased a text that other users have found to be helpful. Seems way too basic to me, but better than a kick in the pants.",1
4,30-Jul-18,Black  Show,It's a fun item to have.  Has a lot of udefulness.  Big negative is that it doesn't use Google (or any real search engine) to get answers or find information.,1
5,30-Jul-18,Black  Show,I was pleasantly surprised! It’s awesome so far,1
5,30-Jul-18,Black  Show,"Alexa Show is amazing. My wife hated that I bought it, thought we didn't need it and after a day she fell in love with Alexa too lol. It is so convenient for setting timers, listening to music, playing music for the dog while im not home, connecting to bluetooth speakers for parties, playing movies. I love it!",1
2,30-Jul-18,White  Show,"Do not understand all the excitement over these alexa devices or the google ones either.  It rarely gets what I say correct, does not control the Dish receiver.  Yes I set it up correctly, using the alexa app on my phone.  We got this for 129,  which is a good deal, ti is definately not worth the 229 price though.  Maybe in another month it will get better, or either I have one that is just deaf and dumb.  Really can not recommend this item at the current time",0
5,30-Jul-18,White  Show,"It makes talking with your grandchildren so easy, especially for the little ones.  Outstanding product!",1
5,30-Jul-18,Black  Show,Great product.,1
5,30-Jul-18,Black  Show,I already had purchased the Echo and a couple of Dots and hesitated to purchase this until the price dropped.  I am very glad I did.  The versatility of the video screen is outstanding.  No regrets!,1
5,30-Jul-18,White  Show,"I purchased the ""Show "" to keep in touch with my daughter and her family after their recent move half way across the country.  It is wonderful seeing their faces during our conversations.",1
4,30-Jul-18,Black  Show,"My difficulty is I dont have a cell phone,and now you cant download the alexa app on a Mac book air.  SO I am stuck, unable to program my echo show properly. In my opinion you should be able to tell the echo show what you need done. and the echo show does it. every time i ask for something I am referred back to the alexa app.on your mobile device, which I cannot access.To me this is not intelagence but dependence on other equipment to function.Every thing today is pushed to the phone,  because the phone has been made accessable,  to all those who wish  to gather information",1
5,30-Jul-18,Black  Show,Great in the kitchen.  I love to cook and it is fun to look up recipes.  Also great for listening to music and watching shows on Amazon Prime Video while I cook.  I subsequently bought an Echo Dot with the ihome clock docking station for the bedroom.  I created a group so I can play music on both of them at the same time.  I plan to add more speakers in the future.,1
5,30-Jul-18,Black  Show,"Excellent quality, very good sound, great deal on Prime Day.",1
4,30-Jul-18,Black  Show,So far so good.  Neat to have a visual version of alexa's responses. Nice to see the lyrics of music you are listening to.  Flash briefings have good videos.  Speaker is much better than a dot but not the highest quality,1
5,30-Jul-18,Black  Show,It’s fun,1
5,30-Jul-18,Black  Show,fun so far. learning to use her.,1
5,30-Jul-18,Black  Show,works great.. nice sound and picture,1
5,30-Jul-18,White  Show,"This product is even better than I imagined. I love the timer setting, it reminds me to put the clothes in the dryer if i ask it to, and i love shopping list feature.  My family enjoys the games too! It’s made my life a little more easy! Alexa is my personal assistant. :)",1
5,30-Jul-18,Black  Show,I love it.,1
2,30-Jul-18,White  Show,Very disappointed.  Alexa doesn’t hear me and doesn’t respond to my requests.,0
5,30-Jul-18,Black  Show,Highly like my eco show.no complaints,1
5,30-Jul-18,Black  Show,"love it! so glad we got it on Prime Day, although now having it, I would totally pay full price for it!",1
5,30-Jul-18,Black  Show,"Great addition to the Alexa family.  Nice having the &#34;visual&#34; part of pics, recipes, etc.",1
5,30-Jul-18,Black  Show,We love it!!  We use it every day and are finding new ways to use it the longer we have it!,1
1,30-Jul-18,Black  Show,I have been through 4 Shows now.  And ALL OF THEM HAVE BEEN BROKEN.  It has been anything from screens that lose lines of resolution to timers and reminders going off an hour late or reminders that trigger when trying to set other reminders.  I don't have these issues on my Dot or my Echo.  Just on the Show.  It would be nice if Amazon could get there act together and actually fix this thing.,0
5,30-Jul-18,Black  Show,Easy set up,1
4,30-Jul-18,Black  Show,"Pleased with the Echo, it is loud and can hear my voice and understand much better than previous versions.",1
5,30-Jul-18,Black  Show,"Love it!  Great to request music and be able to see lyrics.  I had a dot, but this is so much better.",1
4,30-Jul-18,Black  Show,What we liked most was actually seeing the words to song. Least would be I guess I expected a little more from her than is currently available.,1
5,30-Jul-18,White  Show,"I’m just learning about this product, but what I know I love !",1
5,30-Jul-18,Black  Show,Easy to use!,1
5,30-Jul-18,Black  Show,it does what it needs to.,1
5,30-Jul-18,White  Show,"I love this product.  I'm not very computer literate but everything is voice controlled.  I use this to keep in touch with my daughter, she lives out of town.  Now we just drop in on each other. It's like we are living net door to each other.",1
5,30-Jul-18,Black  Show,I enjoy seeing lyrics on the screen for different Amazon music stations,1
5,30-Jul-18,White  Show,love the Echo show great in  kitchen  for recipes,1
2,30-Jul-18,White  Show,"Alexa is pretty dumb ,,,",0
4,30-Jul-18,White  Show,Only problem is my slow internet. I really like the speaker on it. Having tons of fun with it,1
5,30-Jul-18,White  Show,"Love my Echo Show. Alexa is amazing and now on the Show &#34;she&#34; can display lyrics, photos, etc. The speakers are amazing and fills the room. Bought on Prime Day so got a great deal, so worth it.",1
5,30-Jul-18,Black  Show,LOVE MY ECHO SHOW.  Everything about this device is wonderful,1
5,30-Jul-18,White  Show,"Used to have fun with. Great to play music, turn on lights and who know what else.",1
5,30-Jul-18,Black  Show,"Works great , seems to be a delay bringing up ring cameras but sound and video quality are good",1
5,30-Jul-18,White  Show,Works on great i  use it with my Arlo security system,1
5,30-Jul-18,Black  Show,"this is so fun! I really enjoy using it. I have it hooked up to one of my lights so I just tell Alexa when I want that on and off. also, it connects to my Spotify so I just have Alexa resume my playlist and we pick off right where we ended. I feel like there's even more I can do with this, so I'm excited to use it more!",1
5,30-Jul-18,White  Show,"Upgraded from an original Echo on Prime Day and so far I love it. I'm sure I have a long way to go to maximize its utility,  but for now I owe my marked increase in lyrical knowledge to this thing. Who knew Post Malone actually used words?!",1
3,30-Jul-18,Black  Show,You can't access YouTube! Why do consumer's have to pay for this argument! Why can't we just have a good product that offers what we need?,1
5,30-Jul-18,Black  Show, ,1
5,30-Jul-18,White  Show,Still learning about the Echo show but so far we love it. My 9 year old loves to cook and especially with his Aunt that lives out of state and now he can connect with her and they cook together.,1
5,30-Jul-18,Black  Show,"I love having this on my desk. The fact that I can video with friends, listen to music with the words right there, and see my Amazon Cloud Cam feeds from one location is pretty spectacular. I got this one sale too, which was stellar. It has me thinking I need another one for the front room.",1
5,30-Jul-18,Black  Show,Love it!,1
5,30-Jul-18,Black  Show,Love my echo show! Great sound and picture. Does a great job thing in my entire echo collection!,1
4,30-Jul-18,White  Show,Can’t change voice of Echo,1
5,30-Jul-18,Black  Show,Does everything I could ask and more. Great product.,1
5,30-Jul-18,Black  Show,I like how clear the screen is. Hi resolution,1
5,30-Jul-18,White  Show,It is so easy to use and is everything I hoped for,1
5,30-Jul-18,White  Show,"I love the Echo Show. I’m going off to live on campus for school in the fall and we got two of these to serve as an easy way to connect. Some people might not like the camera but that makes little sense. We carry devices with cameras all the time. The only difference here is that the item is stationary. My family and I also find the drop-in feature a comfort rather than an invasion of privacy. It’s definitely a source of relief to my parents that they can so easily pop in onme and visa versa.I’d also like to thank Amazon for including their VoiceView screen reader on the device. The Show would be a lot less blind friendly, even with Alexa present, if they hadn’t included that.We are an echo-loving household with two dots, three echos, and now two Shows. I wouldn’t be surprised if we got more in the future for ourselves or loved ones. Thanks, Amazon!",1
5,30-Jul-18,Black  Show,I love it it is awesome,1
5,30-Jul-18,Black  Show,Very Good to be able to listen to Every single song at any time in Amazon's vast library. We're only just beginning to know everything Echo Show has to offer. Well worth the price!! Alexa is very helpful.,1
5,30-Jul-18,Black  Show,Love it!,1
5,30-Jul-18,Black  Show,"Great sound and the screen is nice to actually see time, trivia, etc.",1
5,30-Jul-18,Black  Show,This has been perfect for being able to see my canary cameras and that’s exactly what I wanted! I have been happy with all my Alexa’s because we have several and this is a great addition.,1
5,30-Jul-18,Black  Show,I really love this item!  So much fun!,1
4,30-Jul-18,Black  Show,I agree ...YouTube should be on there.,1
4,30-Jul-18,White  Show,"We like it a lot, sound is better than the original echo, the bass feels deeper.  The screen is cool, though, havent got a lot of use out of it though.",1
5,30-Jul-18,Black  Show,Good sound! The capacity of join different apps to make work your smart home,1
4,30-Jul-18,Black  Show,"Great addition to the Alexa family, just wish it could use the screen more than backgrounds. Don't get me wrong I don't regret buying it especially for the primeday sale of $100 off sale price but for now the skills for the show are lacking.",1
5,30-Jul-18,Black  Show,I've had previous experience with the echo Dot and this just blows all previous expectations out of the water!It's great since it can play videos and music from multiple sources and the speakers are pretty loud.,1
5,30-Jul-18,White  Show,"Love the echo show, can keep I can video chat with the kids and grandkids. I have it in the kitchen, so when I run out of something I have Alexa to add it to my grocery list. I use it for everything. Was very easy to set up",1
4,30-Jul-18,Black  Show,I’m really hoping for skills that take advantage of the shows touch screen. There’s an incredible amount of untapped potential locked behind the restrictions. Make use of the best part of having the show and enable skills to navigate by touch please!,1
5,30-Jul-18,Black  Show,Love it l. I plan on getting an echo for the kitchen.,1
3,30-Jul-18,Black  Show,It does not pick up my voice unless I yell most times.,1
5,30-Jul-18,White  Show,great love it,1
5,30-Jul-18,Black  Show,Amazing!,1
1,30-Jul-18,Black  Show,Fire HD does so much more.  Over priced pair of speakers.,0
3,30-Jul-18,Black  Show,"Seems to be a good product but, unable to play music in sync with my Sonos system. Sonos doesn't seem to recognize it at all.",1
5,30-Jul-18,Black  Show,Great product.  Like the apps that I can connect to it.,1
5,30-Jul-18,Black  Show,I love it now able to talk to my grandson with ease and the picture quality is great,1
5,30-Jul-18,Black  Show,"Love it! Easy setup and I can ‘Drop in’ on my daughter and son-in-law who live in St. Louis anytime. Everyone loves to have their mother drop in, right 😎",1
5,30-Jul-18,Black  Show,Fun,1
4,30-Jul-18,White  Show,I use this to control my smart home.,1
4,30-Jul-18,Black  Show,"Show has been great. Still learning what it can do, but being able to watch videos, talk face to face with others are not features.",1
5,30-Jul-18,Black  Show,Wish I bought one for work too,1
1,30-Jul-18,Black  Show,"Very intrusive, so I turn it off",0
5,30-Jul-18,White  Show,Love the echo show,1
4,30-Jul-18,Black  Show,Works well. Not thrilled that most of the apps have to be paid for seprately.,1
4,30-Jul-18,Black  Show,Video calls to Mom,1
5,30-Jul-18,White  Show,"Love being able to see, as well as hear things.  Sound is better, too!",1
5,30-Jul-18,Black  Show,I love it,1
5,30-Jul-18,Black  Show,Just like any other echo. Doesn’t disappoint,1
4,30-Jul-18,Black  Show,"Nice picture good sound but the mics are not as sensitive as a dot, my dots can hear me from across the house the Show does not, that being said I LOVE the show!!I can watch TV and movies while in tg ed kitchen, have the News playing or Music....love....it !!",1
4,30-Jul-18,White  Show,"I basically use it to play music  and tell me the news..its sometimes hard to communicate with it, if i dont say the command correctly, but i realize its learning my style of speaking and will do some commands even though i dont say them exactly as i should.",1
1,30-Jul-18,Black  Show, ,0
5,30-Jul-18,White  Show,Upgraded from echo to echo show.,1
5,30-Jul-18,Black  Show,"I love the Echo Show!! I have the dot and have been using that for the last 6 months,  but the Show is so much better.  The sound quality is amazing and the screen resolution is like watching a mini 4K tv.  I love being able to see my timers, events and list instead of having them read to me.  I purchased this on prime day, and it is worth every penny.  When the dot was given to me, I thought ""this is a cute novelty,  but I'll probably never use it"". Was I wrong!!  Echo is part of my daily routine,  and has made my life so much easier.",1
5,30-Jul-18,Black  Show,"So far I’m very pleased with my Echo Show.  The problem is, there’s so much it can do that I haven’t been able to explore the extent of its abilities! I got the special price as part of the Prime Day promotion...and you just can’t beat what you get for the price.  Very pleased with the sound. The video screen is sharp. Sometimes it takes a few tries to get Alexa to perform a command...but as I get to know the system better, I’m hoping that will improve.  One drawback in the music...I’ve noticed a lot of the songs from years past, are re-recordings by the original artist...but not the original recording itself.  Example: Secret Agent Man by Johnny Rivers...a “live”version is used, not the original version.  If I’m going to pay for Prime Music...I’d like to hear the original version of songs...not later recordings.  Or at least give me a choice of what I want to hear.  Otherwise, I am very pleased with my Echo Show.  So pleased in fact, that I bought a second one!",1
5,30-Jul-18,Black  Show,"I like everything, about this ! Im still learning how to use it!",1
2,29-Jul-18,Black  Show,"It's like having another kid in the house; I have to constantly repeat myself.I can tell Alexa to do something clear as day, and according to the history, she hears something comeletely different.The device is really cool, and I like the concept, which is why it gets two stars. However, it just doesn't work as intended.I find myself irritated more often than not when I use this device.",0
5,29-Jul-18,White  Show,Really easy to use,1
5,29-Jul-18,White  Show,It's great sound and video quality,1
1,29-Jul-18,Black  Show,The way the music sounds is poor quality,0
4,29-Jul-18,Black  Show,"It does everything the Echo does, and more. Although I haven't and probably won't use the video functions. I had hoped that the display would be allow for more customization. It does not and is very limited. I would like the clock and weather to display in large text all of the time, it only displays in very small text. It also always has a line that says &#34;Tell Alexa to do this, or that&#34;, tips at the bottom of the screen. I would like to see that go away, but it won't. Sound quality is good, not as good as the big Echo, but good enough. I bought it on sale and think I got value for what I paid. I would have been disappointment had I of paid full price.",1
5,29-Jul-18,Black  Show,Love my echo show!,1
4,29-Jul-18,Black  Show,I enjoy this thing. Its learning,1
5,29-Jul-18,Black  Show,Am very happy now that i can see.,1
2,29-Jul-18,Black  Show,All of my echo devices stopped communicating properly with Sonos devices upon connecting the echo show to my account. Asking any echo device to play music on Sonos baffled the system that had previously worked flawlessly. This went on for two weeks until I eventually solved the problem that neither Amazon nor Sonos could figure out.,0
5,29-Jul-18,White  Show,"So far, I like it.  It is better than I expecting it.",1
4,29-Jul-18,Black  Show,Doesn't always respond to the wake word. This is my 3rd echo product and I have to say I am A little disappointed. Alexa voice assistant is great when it comes to controlling a connected home but has a lot to learn from google assistant when it comes to  getting answers for search queries.,1
4,29-Jul-18,Black  Show,Good product.,1
3,29-Jul-18,Black  Show,"After two weeks I am not sure if I like the ever present Alexa to have a screen as well.  I bought it to be a abay monitor combined with a wifi camera, and that works.  But the screen is always on unless you tell it to turn it off - instead of just a talking cylinder you now have a mini screen that not only talks to you but also writes out everything it says or shows accompanying video.  There is something about only audio that made Alexa different, no I some ways it is a TV that you can talk to.",1
1,29-Jul-18,Black  Show,It f****** sucks,0
5,29-Jul-18,White  Show, ,1
5,29-Jul-18,White  Show,Love being able to read the lyrics of my favorite songs.,1
5,29-Jul-18,Black  Show,"This thing is awesome for grocery lists, paired with the AnyList app. The flash briefing is very good too. My only complaint is that once you pause something, Alexa decides that you no longer want to listen to that thing. Forever. All in all, definitely worth the purchase.",1
5,29-Jul-18,Black  Show,"Works great, video call function nice when communicating through drop-in",1
5,29-Jul-18,Black  Show, ,1
5,29-Jul-18,Black  Show,As you can see Echo Show is in kitchen. It far exceeds my expectation. There’s a wealth of information about any topic. If is customizable for sound and video. I also have Echo and Echo Dot. You can group them and have hole house music. Still not done exploring all it can do love it. Perfect for getting recipes so you can see them while you’re preparing to cook.,1
4,29-Jul-18,Black  Show,Fairly easy to use,1
5,29-Jul-18,Black  Show,Absolutely LOVE my Echo Show!  It is awesome and works great with my Ring Video Spotlight Cams!  Music on demand and so many more features that I have yet to explore!!!,1
5,29-Jul-18,White  Show,Absolutely love it! I use it for everything!I tell my friends and clients that it’s the daughter I never had. I ask her to do something and she doesn’t complain! I wish I bought the 2package deal :( I truly needed one in my work room. I kick myself for it.,1
5,29-Jul-18,White  Show,"We love having this in our kitchen! Very convenient to look up recipes, listen to the news, or watch prime video while I'm cooking",1
1,29-Jul-18,White  Show,"Always wanted one,till I got one, it's not at all what it's cracked up to be, it's hard to navigate I actually like the dot better.",0
5,29-Jul-18,Black  Show,The greatest,1
5,29-Jul-18,Black  Show,Love it,1
5,29-Jul-18,Black  Show,This is my fourth Echo (original and two dots). It's the best.... Decent speaker... Fun graphics...,1
5,29-Jul-18,Black  Show,I loved talking it out of the box and being able to easily set up.,1
5,29-Jul-18,Black  Show,Easy to setup and use. The ability to play video is huge addition on Alexa device family,1
2,29-Jul-18,Black  Show,"Echo Show is said to work with certain apps but,NOT!!! Cozi state works with Echo Show, but the Cozi Family’s doesn’t very well, Amazon needs to go back to drawing board, it would be such a needed piece of technology, but it lacks the essential, please fix. Cost of the Echo Show was  marvelous . Got Echo Show to take on shopping list but that is all so far, adding items to list has long lag, and it not my router being slow, my provider speed is !GB, speed not a problem, but before new items is updated on Cozi is very slow. Help is needed to get it updated to A1 working conditioning.",0
4,29-Jul-18,Black  Show,"All the music I can listen too, Also the movie I can watch I can see my ring doorbell .",1
5,29-Jul-18,Black  Show,No enough video options,1
4,29-Jul-18,White  Show,Great sound,1
4,29-Jul-18,Black  Show,I took advantage of prime Friday and decided to take a chance and purchase one.  I enjoy the features it comes with. I'm sorry I didn't purchase two of them  Well worth the money.  Its looks great on my nightstand.  Every night it puts me to steep with sleeping music.  Happy customer!,1
5,29-Jul-18,Black  Show,The music...the shopping list and the sound....,1
5,29-Jul-18,Black  Show,"diversity, so many things to see and hear. Wealth of information",1
5,29-Jul-18,Black  Show,Love it. Thanks Amazon. You guys rock!!,1
2,29-Jul-18,Black  Show,"Disappointed that this device Is not able to access youtube as of Dec 2017. I wasn’t aware of that when I purchased it. I’ve had problems with my device. The voice stops working throughout the day. I can see it trying to respond to me, because the window it opens contains the info I asked about, but it’s like the device gets stuck in the process. It stops working, and the blue bar just flashes. I keep having to unplug and restart the device. Once I do that, it starts working again. So irritating. This device could really be a great device if Google and Amazon would act like grownups...",0
1,29-Jul-18,Black  Show,Returned from repair with No repair done. It has a problem which requires it to be on for a while for the defective part to show itself.I sent it for repair and got it back without being fixed.  The site gives no option to complain from the page.I have a echo spot which works perfectly in the same position.,0
5,29-Jul-18,Black  Show,Love it!,1
5,29-Jul-18,Black  Show,I like the design and the visuals!,1
5,29-Jul-18,Black  Show,"I haven't had my show very long or used it a lot, but I love it! I use it to set timers when cooking because my stove is being finicky and not wanting to work most of the time. I also use it to check for different recipes, listen to music and my all time favorite.... telling everyone it is time for dinner. My son gets a real kick out of that!I know a lot of people are expecting more out of their shows then it is possible to at the moment, but remember the original echo didn't have what it has now when it first came out. I see that Amazon is adding new stuff all the time and soon I am sure it will have all that we want very soon.... maybe even things we haven't thought of!I do wish it was a bit more user friendly. I still haven't figured out how to video chat with my cousin in North Carolina who also has one, and when I tried to call my son's dot it went to video chat immediately, last I looked, dots don't have video screens!Another thing that needs to be addressed is when my husband tried to have the one in our bedroom play thunderstorm sounds to help him go to sleep, it tried to get him to buy an app instead of playing the skill I had enabled that was free. So now he is a bit worried to use it again. That needs to be fixed.I do have to say that all in all I am very happy with my Echo Show!",1
5,29-Jul-18,White  Show,I have not had it very long. It's my first Alexa thing. I sure like what I have done with it so far there is a lot to learn and play with,1
5,29-Jul-18,Black  Show,Works great and has been fun to use.,1
5,29-Jul-18,White  Show,This is the best of my echo devices and I own a spot a dot and echo,1
4,29-Jul-18,Black  Show,Having the large screen really majes this an enjoyable experience. Only thing it’s missing is youtube.,1
5,29-Jul-18,Black  Show,easy to use.,1
3,29-Jul-18,White  Show,"I bought it to go with my security camera system, but it did not perform like I thought it would. It doesn't alert us when someone is at the door. Also, I can't talk to the person at the door through the echo show, only through my cell phone.",1
1,29-Jul-18,Black  Show,"Great device, features are awesome, the interaction is fantastic. Home automation works perfect if you link up your accounts correctly. My only issue is out of (4) Echo Shows (2) of them have been sent off for repair because of the screen glitching!! These are less than 3 months old and already having issues!First repairs were sent off and they “updated the firmware” when I got the device back nothing worked, I had to update to the newest firmware for it to work again. Then (2) weeks later the glitch starts up again!I love the show but I’m getting really frustrated with the glitching.",0
5,29-Jul-18,Black  Show,Super fun !! I ty is what I was expecting,1
5,29-Jul-18,Black  Show, ,1
5,29-Jul-18,White  Show,I love this so much!! Alexa is even better when she can show you things!,1
5,29-Jul-18,Black  Show,I have the echo but got 2 show. 1 for my Daughter. Absolutely love it. Especially for the video chat.,1
5,29-Jul-18,Black  Show,"I've had an Alexa Dot for some time but I'm really enjoying the Alexa Show. It's great to have a visual whether it's a song or the weather. Played Jeapordy, but I'm not good at it. You do learn trivia and no one's watching! Love that recipes are visible and movies are available. Haven't had it long enough to try everything.",1
5,29-Jul-18,Black  Show,Got this on Amazon prime with the ring pro. Work really great. Being the lazy guy I am I don't need to go see who at my door anymore while I'm gaming.,1
5,29-Jul-18,Black  Show,"We originally got the Show to video chat family members, and it works great for that. We have found that we really like checking things hands-free like the weather and recipes. So far we have really liked the Show, and would recommend it!",1
5,29-Jul-18,Black  Show,Easy setup. Was up and running in minutes. The learning feature is outstanding. Now I know why Amazon is so far ahead of the competition.,1
